date,FELONY,MISDEMEANOR,VIOLATION,total
2013-02-23,387,791,117,1295
2013-02-24,346,693,118,1157
2013-02-25,329,693,167,1189
2013-02-26,360,748,136,1244
2013-02-27,399,736,148,1283
2013-02-28,370,778,163,1311
2013-03-01,559,952,188,1699
2013-03-02,365,773,154,1292
2013-03-03,327,629,149,1105
2013-03-04,358,635,140,1133
2013-03-05,380,758,150,1288
2013-03-06,382,700,144,1226
2013-03-07,374,694,152,1220
2013-03-08,431,713,125,1269
2013-03-09,364,864,126,1354
2013-03-10,316,728,142,1186
2013-03-11,374,699,153,1226
2013-03-12,334,696,142,1172
2013-03-13,445,872,164,1481
2013-03-14,385,747,162,1294
2013-03-15,467,836,158,1461
2013-03-16,351,779,127,1257
2013-03-17,333,702,137,1172
2013-03-18,346,634,169,1149
2013-03-19,344,716,149,1209
2013-03-20,406,755,145,1306
2013-03-21,382,680,151,1213
2013-03-22,441,812,143,1396
2013-03-23,395,798,129,1322
2013-03-24,339,683,150,1172
2013-03-25,337,605,160,1102
2013-03-26,366,770,132,1268
2013-03-27,350,790,143,1283
2013-03-28,412,764,154,1330
2013-03-29,379,774,130,1283
2013-03-30,384,755,135,1274
2013-03-31,316,575,145,1036
2013-04-01,453,805,154,1412
2013-04-02,378,660,140,1178
2013-04-03,380,748,165,1293
2013-04-04,402,755,167,1324
2013-04-05,436,825,173,1434
2013-04-06,384,748,132,1264
2013-04-07,298,709,119,1126
2013-04-08,387,718,161,1266
2013-04-09,409,811,164,1384
2013-04-10,433,856,175,1464
2013-04-11,423,778,183,1384
2013-04-12,431,780,151,1362
2013-04-13,421,858,141,1420
2013-04-14,354,652,143,1149
2013-04-15,443,732,162,1337
2013-04-16,423,809,154,1386
2013-04-17,435,793,176,1404
2013-04-18,426,817,174,1417
2013-04-19,469,826,169,1464
2013-04-20,371,843,150,1364
2013-04-21,337,719,153,1209
2013-04-22,371,667,136,1174
2013-04-23,383,745,142,1270
2013-04-24,416,870,165,1451
2013-04-25,427,850,175,1452
2013-04-26,430,904,164,1498
2013-04-27,405,914,127,1446
2013-04-28,342,708,134,1184
2013-04-29,405,682,148,1235
2013-04-30,397,774,181,1352
2013-05-01,568,947,191,1706
2013-05-02,423,824,172,1419
2013-05-03,472,864,145,1481
2013-05-04,444,757,153,1354
2013-05-05,367,743,169,1279
2013-05-06,398,663,166,1227
2013-05-07,471,814,170,1455
2013-05-08,403,789,136,1328
2013-05-09,438,745,170,1353
2013-05-10,519,906,167,1592
2013-05-11,433,823,129,1385
2013-05-12,378,773,173,1324
2013-05-13,380,716,169,1265
2013-05-14,399,768,173,1340
2013-05-15,431,877,207,1515
2013-05-16,434,850,179,1463
2013-05-17,456,877,174,1507
2013-05-18,414,769,145,1328
2013-05-19,311,662,132,1105
2013-05-20,402,780,176,1358
2013-05-21,418,839,187,1444
2013-05-22,449,850,207,1506
2013-05-23,444,764,169,1377
2013-05-24,422,838,168,1428
2013-05-25,384,761,153,1298
2013-05-26,344,733,136,1213
2013-05-27,314,776,155,1245
2013-05-28,374,749,164,1287
2013-05-29,438,746,125,1309
2013-05-30,403,798,146,1347
2013-05-31,447,788,171,1406
2013-06-01,494,944,176,1614
2013-06-02,393,746,173,1312
2013-06-03,450,688,176,1314
2013-06-04,486,842,190,1518
2013-06-05,446,852,176,1474
2013-06-06,438,764,157,1359
2013-06-07,416,721,165,1302
2013-06-08,401,718,156,1275
2013-06-09,408,803,139,1350
2013-06-10,412,654,138,1204
2013-06-11,379,764,161,1304
2013-06-12,453,891,196,1540
2013-06-13,402,748,156,1306
2013-06-14,458,834,167,1459
2013-06-15,478,943,165,1586
2013-06-16,374,770,153,1297
2013-06-17,412,755,179,1346
2013-06-18,401,759,145,1305
2013-06-19,415,781,157,1353
2013-06-20,445,829,173,1447
2013-06-21,482,838,156,1476
2013-06-22,463,877,162,1502
2013-06-23,404,765,184,1353
2013-06-24,441,696,156,1293
2013-06-25,463,800,159,1422
2013-06-26,472,896,181,1549
2013-06-27,450,816,183,1449
2013-06-28,510,807,199,1516
2013-06-29,480,841,154,1475
2013-06-30,408,784,132,1324
2013-07-01,505,840,185,1530
2013-07-02,420,821,152,1393
2013-07-03,450,808,162,1420
2013-07-04,416,831,161,1408
2013-07-05,473,876,174,1523
2013-07-06,457,753,155,1365
2013-07-07,407,829,176,1412
2013-07-08,440,776,172,1388
2013-07-09,447,835,173,1455
2013-07-10,467,860,167,1494
2013-07-11,475,845,156,1476
2013-07-12,449,761,159,1369
2013-07-13,420,826,153,1399
2013-07-14,407,758,165,1330
2013-07-15,439,785,179,1403
2013-07-16,456,814,166,1436
2013-07-17,475,819,180,1474
2013-07-18,433,775,169,1377
2013-07-19,500,816,165,1481
2013-07-20,486,882,160,1528
2013-07-21,430,821,163,1414
2013-07-22,410,750,171,1331
2013-07-23,454,743,182,1379
2013-07-24,494,861,187,1542
2013-07-25,509,834,159,1502
2013-07-26,502,810,173,1485
2013-07-27,476,860,166,1502
2013-07-28,431,739,183,1353
2013-07-29,433,712,177,1322
2013-07-30,456,783,163,1402
2013-07-31,412,870,165,1447
2013-08-01,477,889,172,1538
2013-08-02,474,871,205,1550
2013-08-03,470,850,168,1488
2013-08-04,403,738,140,1281
2013-08-05,425,744,163,1332
2013-08-06,423,808,186,1417
2013-08-07,410,806,158,1374
2013-08-08,437,776,170,1383
2013-08-09,499,852,170,1521
2013-08-10,471,870,178,1519
2013-08-11,426,838,154,1418
2013-08-12,403,725,182,1310
2013-08-13,416,835,148,1399
2013-08-14,485,926,163,1574
2013-08-15,482,825,156,1463
2013-08-16,490,889,174,1553
2013-08-17,439,865,151,1455
2013-08-18,425,741,168,1334
2013-08-19,413,719,137,1269
2013-08-20,420,793,167,1380
2013-08-21,432,796,164,1392
2013-08-22,434,765,160,1359
2013-08-23,468,910,177,1555
2013-08-24,512,918,162,1592
2013-08-25,381,761,161,1303
2013-08-26,442,698,169,1309
2013-08-27,426,785,168,1379
2013-08-28,483,792,176,1451
2013-08-29,425,788,152,1365
2013-08-30,544,818,163,1525
2013-08-31,483,813,174,1470
2013-09-01,541,905,192,1638
2013-09-02,402,795,160,1357
2013-09-03,411,771,216,1398
2013-09-04,460,822,162,1444
2013-09-05,437,807,177,1421
2013-09-06,456,796,163,1415
2013-09-07,438,880,177,1495
2013-09-08,379,788,159,1326
2013-09-09,417,727,172,1316
2013-09-10,433,748,194,1375
2013-09-11,422,837,190,1449
2013-09-12,473,778,153,1404
2013-09-13,504,866,165,1535
2013-09-14,430,815,155,1400
2013-09-15,430,831,159,1420
2013-09-16,418,715,155,1288
2013-09-17,406,819,171,1396
2013-09-18,448,807,172,1427
2013-09-19,490,865,184,1539
2013-09-20,558,924,197,1679
2013-09-21,454,828,176,1458
2013-09-22,402,741,160,1303
2013-09-23,459,740,171,1370
2013-09-24,430,802,179,1411
2013-09-25,434,841,222,1497
2013-09-26,442,815,201,1458
2013-09-27,495,907,195,1597
2013-09-28,439,907,165,1511
2013-09-29,404,848,179,1431
2013-09-30,473,775,184,1432
2013-10-01,540,933,221,1694
2013-10-02,461,856,193,1510
2013-10-03,490,864,213,1567
2013-10-04,531,971,207,1709
2013-10-05,489,868,175,1532
2013-10-06,414,781,175,1370
2013-10-07,419,722,185,1326
2013-10-08,419,819,175,1413
2013-10-09,468,807,151,1426
2013-10-10,462,849,165,1476
2013-10-11,483,879,190,1552
2013-10-12,449,901,189,1539
2013-10-13,386,782,151,1319
2013-10-14,377,700,162,1239
2013-10-15,459,833,168,1460
2013-10-16,432,765,154,1351
2013-10-17,475,796,196,1467
2013-10-18,500,768,177,1445
2013-10-19,454,751,168,1373
2013-10-20,406,774,141,1321
2013-10-21,433,751,164,1348
2013-10-22,394,780,163,1337
2013-10-23,474,770,170,1414
2013-10-24,408,774,179,1361
2013-10-25,503,797,173,1473
2013-10-26,428,779,162,1369
2013-10-27,364,693,176,1233
2013-10-28,408,761,176,1345
2013-10-29,424,739,177,1340
2013-10-30,464,836,192,1492
2013-10-31,526,850,186,1562
2013-11-01,578,994,246,1818
2013-11-02,479,851,169,1499
2013-11-03,336,702,172,1210
2013-11-04,354,659,170,1183
2013-11-05,394,685,168,1247
2013-11-06,398,773,183,1354
2013-11-07,404,792,179,1375
2013-11-08,475,870,160,1505
2013-11-09,432,850,149,1431
2013-11-10,404,768,136,1308
2013-11-11,365,637,157,1159
2013-11-12,412,725,143,1280
2013-11-13,411,799,178,1388
2013-11-14,448,834,199,1481
2013-11-15,531,893,188,1612
2013-11-16,463,872,164,1499
2013-11-17,391,741,171,1303
2013-11-18,477,755,161,1393
2013-11-19,399,719,165,1283
2013-11-20,449,764,177,1390
2013-11-21,405,786,155,1346
2013-11-22,513,900,154,1567
2013-11-23,442,846,160,1448
2013-11-24,325,597,142,1064
2013-11-25,392,675,181,1248
2013-11-26,416,659,155,1230
2013-11-27,458,676,137,1271
2013-11-28,322,530,123,975
2013-11-29,396,761,143,1300
2013-11-30,432,751,117,1300
2013-12-01,453,803,175,1431
2013-12-02,428,702,173,1303
2013-12-03,405,747,162,1314
2013-12-04,441,813,175,1429
2013-12-05,457,795,197,1449
2013-12-06,451,818,142,1411
2013-12-07,417,829,154,1400
2013-12-08,367,648,153,1168
2013-12-09,433,615,173,1221
2013-12-10,416,725,152,1293
2013-12-11,469,670,148,1287
2013-12-12,413,671,135,1219
2013-12-13,509,761,141,1411
2013-12-14,394,653,133,1180
2013-12-15,364,596,132,1092
2013-12-16,423,594,136,1153
2013-12-17,393,647,140,1180
2013-12-18,453,709,132,1294
2013-12-19,437,758,154,1349
2013-12-20,490,841,179,1510
2013-12-21,480,818,135,1433
2013-12-22,442,713,161,1316
2013-12-23,418,691,130,1239
2013-12-24,400,661,151,1212
2013-12-25,275,462,135,872
2013-12-26,363,720,101,1184
2013-12-27,432,756,145,1333
2013-12-28,438,778,137,1353
2013-12-29,351,656,113,1120
2013-12-30,408,627,121,1156
2013-12-31,369,601,139,1109
2014-01-01,626,1380,201,2207
2014-01-02,373,615,110,1098
2014-01-03,335,496,140,971
2014-01-04,301,621,128,1050
2014-01-05,295,599,120,1014
2014-01-06,395,632,122,1149
2014-01-07,333,591,133,1057
2014-01-08,412,704,140,1256
2014-01-09,446,719,164,1329
2014-01-10,469,861,169,1499
2014-01-11,436,773,139,1348
2014-01-12,360,744,144,1248
2014-01-13,419,757,144,1320
2014-01-14,428,790,154,1372
2014-01-15,477,889,196,1562
2014-01-16,445,823,168,1436
2014-01-17,499,863,165,1527
2014-01-18,413,834,147,1394
2014-01-19,368,679,133,1180
2014-01-20,360,689,132,1181
2014-01-21,318,539,133,990
2014-01-22,304,561,116,981
2014-01-23,346,592,142,1080
2014-01-24,395,777,135,1307
2014-01-25,373,772,139,1284
2014-01-26,295,647,154,1096
2014-01-27,359,598,154,1111
2014-01-28,388,670,154,1212
2014-01-29,388,662,126,1176
2014-01-30,415,711,143,1269
2014-01-31,484,749,164,1397
2014-02-01,498,955,178,1631
2014-02-02,361,729,184,1274
2014-02-03,333,605,152,1090
2014-02-04,365,651,156,1172
2014-02-05,352,646,127,1125
2014-02-06,360,717,168,1245
2014-02-07,434,807,170,1411
2014-02-08,376,779,136,1291
2014-02-09,334,682,120,1136
2014-02-10,358,633,119,1110
2014-02-11,389,665,141,1195
2014-02-12,381,738,155,1274
2014-02-13,265,485,127,877
2014-02-14,405,697,144,1246
2014-02-15,389,759,127,1275
2014-02-16,325,594,110,1029
2014-02-17,322,606,144,1072
2014-02-18,362,698,140,1200
2014-02-19,366,678,136,1180
2014-02-20,391,784,143,1318
2014-02-21,435,794,160,1389
2014-02-22,465,883,162,1510
2014-02-23,325,740,119,1184
2014-02-24,368,675,131,1174
2014-02-25,393,742,138,1273
2014-02-26,369,688,136,1193
2014-02-27,334,720,154,1208
2014-02-28,432,768,178,1378
2014-03-01,483,996,174,1653
2014-03-02,327,687,157,1171
2014-03-03,346,584,158,1088
2014-03-04,358,701,160,1219
2014-03-05,376,839,154,1369
2014-03-06,409,711,141,1261
2014-03-07,461,860,150,1471
2014-03-08,434,885,137,1456
2014-03-09,326,696,120,1142
2014-03-10,407,675,166,1248
2014-03-11,360,776,169,1305
2014-03-12,421,795,175,1391
2014-03-13,374,724,152,1250
2014-03-14,417,868,164,1449
2014-03-15,440,1010,173,1623
2014-03-16,323,753,138,1214
2014-03-17,355,645,161,1161
2014-03-18,372,799,164,1335
2014-03-19,403,719,147,1269
2014-03-20,427,892,163,1482
2014-03-21,449,812,172,1433
2014-03-22,412,920,175,1507
2014-03-23,340,645,149,1134
2014-03-24,362,672,174,1208
2014-03-25,373,746,164,1283
2014-03-26,371,752,156,1279
2014-03-27,396,750,145,1291
2014-03-28,427,854,177,1458
2014-03-29,317,739,120,1176
2014-03-30,294,653,136,1083
2014-03-31,329,664,157,1150
2014-04-01,498,982,196,1676
2014-04-02,418,785,199,1402
2014-04-03,399,796,169,1364
2014-04-04,406,860,176,1442
2014-04-05,429,814,152,1395
2014-04-06,354,691,125,1170
2014-04-07,371,637,152,1160
2014-04-08,427,755,161,1343
2014-04-09,373,865,174,1412
2014-04-10,430,759,155,1344
2014-04-11,398,831,192,1421
2014-04-12,456,829,158,1443
2014-04-13,360,758,161,1279
2014-04-14,399,630,174,1203
2014-04-15,357,747,159,1263
2014-04-16,385,776,140,1301
2014-04-17,374,764,101,1239
2014-04-18,417,860,158,1435
2014-04-19,357,825,133,1315
2014-04-20,344,638,166,1148
2014-04-21,365,672,167,1204
2014-04-22,400,796,163,1359
2014-04-23,414,843,191,1448
2014-04-24,386,765,153,1304
2014-04-25,458,821,195,1474
2014-04-26,385,785,183,1353
2014-04-27,320,783,146,1249
2014-04-28,401,679,159,1239
2014-04-29,352,735,151,1238
2014-04-30,340,576,132,1048
2014-05-01,492,982,217,1691
2014-05-02,493,908,176,1577
2014-05-03,407,875,169,1451
2014-05-04,342,791,169,1302
2014-05-05,407,744,184,1335
2014-05-06,423,838,206,1467
2014-05-07,411,875,191,1477
2014-05-08,398,758,166,1322
2014-05-09,466,868,170,1504
2014-05-10,471,832,170,1473
2014-05-11,361,734,182,1277
2014-05-12,421,760,196,1377
2014-05-13,398,792,196,1386
2014-05-14,440,860,203,1503
2014-05-15,409,895,189,1493
2014-05-16,452,902,194,1548
2014-05-17,415,865,159,1439
2014-05-18,370,762,155,1287
2014-05-19,410,731,217,1358
2014-05-20,398,868,211,1477
2014-05-21,481,858,195,1534
2014-05-22,412,785,188,1385
2014-05-23,453,847,190,1490
2014-05-24,402,762,180,1344
2014-05-25,377,752,155,1284
2014-05-26,404,697,185,1286
2014-05-27,424,789,228,1441
2014-05-28,426,828,254,1508
2014-05-29,416,781,223,1420
2014-05-30,462,845,226,1533
2014-05-31,410,804,187,1401
2014-06-01,456,909,234,1599
2014-06-02,456,754,213,1423
2014-06-03,438,732,209,1379
2014-06-04,418,814,243,1475
2014-06-05,380,765,188,1333
2014-06-06,476,828,227,1531
2014-06-07,399,752,193,1344
2014-06-08,401,710,184,1295
2014-06-09,427,678,197,1302
2014-06-10,444,851,183,1478
2014-06-11,459,867,184,1510
2014-06-12,451,853,219,1523
2014-06-13,437,801,186,1424
2014-06-14,457,901,206,1564
2014-06-15,400,738,241,1379
2014-06-16,433,802,210,1445
2014-06-17,476,753,197,1426
2014-06-18,460,824,213,1497
2014-06-19,444,753,215,1412
2014-06-20,467,892,229,1588
2014-06-21,423,866,203,1492
2014-06-22,374,800,170,1344
2014-06-23,399,694,190,1283
2014-06-24,399,787,211,1397
2014-06-25,459,807,228,1494
2014-06-26,438,751,224,1413
2014-06-27,483,808,200,1491
2014-06-28,433,803,198,1434
2014-06-29,398,685,191,1274
2014-06-30,421,696,189,1306
2014-07-01,533,945,242,1720
2014-07-02,455,774,196,1425
2014-07-03,471,785,225,1481
2014-07-04,419,838,181,1438
2014-07-05,441,906,201,1548
2014-07-06,437,727,190,1354
2014-07-07,476,715,214,1405
2014-07-08,433,777,225,1435
2014-07-09,433,802,195,1430
2014-07-10,482,841,228,1551
2014-07-11,461,778,189,1428
2014-07-12,460,799,194,1453
2014-07-13,429,723,198,1350
2014-07-14,463,699,225,1387
2014-07-15,430,734,207,1371
2014-07-16,439,819,191,1449
2014-07-17,445,734,193,1372
2014-07-18,456,797,183,1436
2014-07-19,463,900,179,1542
2014-07-20,460,807,194,1461
2014-07-21,412,753,201,1366
2014-07-22,454,764,205,1423
2014-07-23,420,799,206,1425
2014-07-24,431,834,189,1454
2014-07-25,487,829,207,1523
2014-07-26,427,831,210,1468
2014-07-27,427,819,178,1424
2014-07-28,420,767,214,1401
2014-07-29,433,796,206,1435
2014-07-30,434,769,225,1428
2014-07-31,455,812,215,1482
2014-08-01,554,1027,230,1811
2014-08-02,424,828,191,1443
2014-08-03,402,777,184,1363
2014-08-04,431,769,204,1404
2014-08-05,430,826,178,1434
2014-08-06,428,828,163,1419
2014-08-07,436,794,188,1418
2014-08-08,457,910,167,1534
2014-08-09,445,876,156,1477
2014-08-10,430,868,176,1474
2014-08-11,426,763,205,1394
2014-08-12,411,789,185,1385
2014-08-13,393,794,197,1384
2014-08-14,439,944,169,1552
2014-08-15,523,876,167,1566
2014-08-16,472,843,188,1503
2014-08-17,430,794,188,1412
2014-08-18,413,718,178,1309
2014-08-19,430,823,171,1424
2014-08-20,450,860,197,1507
2014-08-21,454,829,166,1449
2014-08-22,448,760,161,1369
2014-08-23,469,865,154,1488
2014-08-24,405,794,180,1379
2014-08-25,388,756,165,1309
2014-08-26,437,795,172,1404
2014-08-27,450,808,179,1437
2014-08-28,474,833,181,1488
2014-08-29,510,801,177,1488
2014-08-30,456,872,169,1497
2014-08-31,426,705,153,1284
2014-09-01,502,950,201,1653
2014-09-02,441,823,211,1475
2014-09-03,465,819,182,1466
2014-09-04,441,806,203,1450
2014-09-05,489,865,221,1575
2014-09-06,452,847,173,1472
2014-09-07,406,751,190,1347
2014-09-08,425,695,211,1331
2014-09-09,406,743,185,1334
2014-09-10,444,823,177,1444
2014-09-11,429,842,199,1470
2014-09-12,447,880,180,1507
2014-09-13,417,768,160,1345
2014-09-14,375,745,190,1310
2014-09-15,425,791,193,1409
2014-09-16,440,780,180,1400
2014-09-17,450,838,169,1457
2014-09-18,445,844,197,1486
2014-09-19,455,923,187,1565
2014-09-20,492,918,220,1630
2014-09-21,389,714,181,1284
2014-09-22,392,756,191,1339
2014-09-23,437,719,190,1346
2014-09-24,439,807,203,1449
2014-09-25,410,691,129,1230
2014-09-26,439,821,163,1423
2014-09-27,473,835,155,1463
2014-09-28,384,771,198,1353
2014-09-29,392,756,214,1362
2014-09-30,425,736,191,1352
2014-10-01,523,954,212,1689
2014-10-02,447,799,181,1427
2014-10-03,479,804,185,1468
2014-10-04,465,789,167,1421
2014-10-05,367,767,173,1307
2014-10-06,399,755,169,1323
2014-10-07,433,755,205,1393
2014-10-08,417,825,187,1429
2014-10-09,440,827,195,1462
2014-10-10,494,821,194,1509
2014-10-11,407,758,148,1313
2014-10-12,405,733,168,1306
2014-10-13,349,682,157,1188
2014-10-14,521,842,195,1558
2014-10-15,485,864,216,1565
2014-10-16,442,797,174,1413
2014-10-17,539,932,203,1674
2014-10-18,471,930,173,1574
2014-10-19,389,745,148,1282
2014-10-20,444,735,198,1377
2014-10-21,454,741,184,1379
2014-10-22,408,736,145,1289
2014-10-23,404,678,144,1226
2014-10-24,480,867,198,1545
2014-10-25,467,891,191,1549
2014-10-26,386,761,167,1314
2014-10-27,449,703,187,1339
2014-10-28,419,805,201,1425
2014-10-29,431,717,210,1358
2014-10-30,434,709,192,1335
2014-10-31,528,798,188,1514
2014-11-01,490,807,166,1463
2014-11-02,346,646,165,1157
2014-11-03,414,692,153,1259
2014-11-04,429,743,162,1334
2014-11-05,448,764,180,1392
2014-11-06,417,675,156,1248
2014-11-07,485,800,156,1441
2014-11-08,431,804,165,1400
2014-11-09,363,691,174,1228
2014-11-10,413,742,186,1341
2014-11-11,396,734,178,1308
2014-11-12,423,781,175,1379
2014-11-13,376,689,170,1235
2014-11-14,419,735,155,1309
2014-11-15,388,755,140,1283
2014-11-16,370,662,141,1173
2014-11-17,365,579,136,1080
2014-11-18,375,667,160,1202
2014-11-19,407,620,149,1176
2014-11-20,440,729,156,1325
2014-11-21,429,763,184,1376
2014-11-22,405,812,116,1333
2014-11-23,358,680,158,1196
2014-11-24,460,655,175,1290
2014-11-25,408,701,134,1243
2014-11-26,381,607,148,1136
2014-11-27,263,445,113,821
2014-11-28,414,744,130,1288
2014-11-29,341,693,120,1154
2014-11-30,381,657,173,1211
2014-12-01,450,755,188,1393
2014-12-02,361,663,177,1201
2014-12-03,379,623,181,1183
2014-12-04,376,610,153,1139
2014-12-05,390,669,178,1237
2014-12-06,376,648,147,1171
2014-12-07,320,595,139,1054
2014-12-08,356,553,143,1052
2014-12-09,359,553,138,1050
2014-12-10,369,659,157,1185
2014-12-11,395,694,170,1259
2014-12-12,440,736,181,1357
2014-12-13,411,774,126,1311
2014-12-14,389,648,149,1186
2014-12-15,404,645,163,1212
2014-12-16,386,660,151,1197
2014-12-17,445,714,156,1315
2014-12-18,427,664,160,1251
2014-12-19,424,703,159,1286
2014-12-20,440,655,125,1220
2014-12-21,367,491,132,990
2014-12-22,392,485,155,1032
2014-12-23,404,551,134,1089
2014-12-24,350,476,121,947
2014-12-25,270,449,123,842
2014-12-26,320,505,148,973
2014-12-27,359,504,142,1005
2014-12-28,304,479,143,926
2014-12-29,349,472,139,960
2014-12-30,342,496,145,983
2014-12-31,325,467,133,925
2015-01-01,530,1076,164,1770
2015-01-02,373,519,136,1028
2015-01-03,358,499,143,1000
2015-01-04,289,478,110,877
2015-01-05,346,550,147,1043
2015-01-06,326,503,115,944
2015-01-07,319,498,141,958
2015-01-08,319,527,147,993
2015-01-09,365,619,139,1123
2015-01-10,325,608,123,1056
2015-01-11,357,519,135,1011
2015-01-12,365,518,165,1048
2015-01-13,353,691,155,1199
2015-01-14,398,655,160,1213
2015-01-15,451,736,154,1341
2015-01-16,424,719,156,1299
2015-01-17,394,724,151,1269
2015-01-18,286,560,127,973
2015-01-19,366,580,140,1086
2015-01-20,409,686,157,1252
2015-01-21,377,668,164,1209
2015-01-22,419,698,144,1261
2015-01-23,422,747,164,1333
2015-01-24,354,606,115,1075
2015-01-25,355,615,128,1098
2015-01-26,339,450,129,918
2015-01-27,249,429,125,803
2015-01-28,345,576,134,1055
2015-01-29,352,552,146,1050
2015-01-30,376,622,139,1137
2015-01-31,315,612,109,1036
2015-02-01,374,772,148,1294
2015-02-02,282,465,133,880
2015-02-03,318,506,123,947
2015-02-04,336,708,158,1202
2015-02-05,390,586,149,1125
2015-02-06,392,661,156,1209
2015-02-07,338,671,151,1160
2015-02-08,307,581,135,1023
2015-02-09,316,524,145,985
2015-02-10,345,643,142,1130
2015-02-11,368,667,137,1172
2015-02-12,376,655,148,1179
2015-02-13,375,628,146,1149
2015-02-14,389,667,139,1195
2015-02-15,304,615,141,1060
2015-02-16,274,539,146,959
2015-02-17,333,583,115,1031
2015-02-18,375,660,158,1193
2015-02-19,328,561,138,1027
2015-02-20,371,644,129,1144
2015-02-21,333,631,153,1117
2015-02-22,302,556,131,989
2015-02-23,316,534,131,981
2015-02-24,307,575,134,1016
2015-02-25,416,621,154,1191
2015-02-26,369,636,162,1167
2015-02-27,383,717,148,1248
2015-02-28,358,671,137,1166
2015-03-01,366,789,154,1309
2015-03-02,344,589,181,1114
2015-03-03,359,616,146,1121
2015-03-04,376,619,178,1173
2015-03-05,318,594,146,1058
2015-03-06,367,696,151,1214
2015-03-07,353,739,135,1227
2015-03-08,341,594,152,1087
2015-03-09,383,711,198,1292
2015-03-10,385,722,191,1298
2015-03-11,405,718,150,1273
2015-03-12,378,733,163,1274
2015-03-13,388,776,166,1330
2015-03-14,405,718,148,1271
2015-03-15,344,776,166,1286
2015-03-16,357,653,193,1203
2015-03-17,388,758,162,1308
2015-03-18,355,770,153,1278
2015-03-19,395,673,151,1219
2015-03-20,358,703,133,1194
2015-03-21,358,770,125,1253
2015-03-22,305,705,117,1127
2015-03-23,321,662,154,1137
2015-03-24,348,667,150,1165
2015-03-25,365,704,178,1247
2015-03-26,353,685,168,1206
2015-03-27,418,749,142,1309
2015-03-28,403,681,132,1216
2015-03-29,330,656,134,1120
2015-03-30,344,650,170,1164
2015-03-31,401,616,154,1171
2015-04-01,475,1133,183,1791
2015-04-02,396,824,170,1390
2015-04-03,437,755,170,1362
2015-04-04,382,793,142,1317
2015-04-05,283,584,145,1012
2015-04-06,386,672,135,1193
2015-04-07,354,684,155,1193
2015-04-08,333,767,146,1246
2015-04-09,375,665,151,1191
2015-04-10,383,749,163,1295
2015-04-11,382,722,121,1225
2015-04-12,375,685,150,1210
2015-04-13,385,664,173,1222
2015-04-14,395,794,171,1360
2015-04-15,454,808,186,1448
2015-04-16,399,753,192,1344
2015-04-17,415,796,194,1405
2015-04-18,424,887,152,1463
2015-04-19,350,717,152,1219
2015-04-20,354,636,161,1151
2015-04-21,398,731,197,1326
2015-04-22,406,788,163,1357
2015-04-23,388,701,169,1258
2015-04-24,413,775,184,1372
2015-04-25,401,777,142,1320
2015-04-26,343,719,194,1256
2015-04-27,393,665,184,1242
2015-04-28,400,718,163,1281
2015-04-29,439,725,195,1359
2015-04-30,430,751,190,1371
2015-05-01,513,1099,205,1817
2015-05-02,348,675,154,1177
2015-05-03,368,708,193,1269
2015-05-04,397,651,162,1210
2015-05-05,406,797,187,1390
2015-05-06,393,741,205,1339
2015-05-07,412,763,184,1359
2015-05-08,442,731,197,1370
2015-05-09,425,723,180,1328
2015-05-10,407,730,181,1318
2015-05-11,383,728,188,1299
2015-05-12,425,767,215,1407
2015-05-13,421,839,199,1459
2015-05-14,418,779,182,1379
2015-05-15,455,929,227,1611
2015-05-16,376,797,156,1329
2015-05-17,346,761,176,1283
2015-05-18,426,748,191,1365
2015-05-19,367,767,168,1302
2015-05-20,421,845,203,1469
2015-05-21,407,724,182,1313
2015-05-22,456,845,209,1510
2015-05-23,424,768,146,1338
2015-05-24,365,726,160,1251
2015-05-25,330,730,177,1237
2015-05-26,432,775,187,1394
2015-05-27,433,753,184,1370
2015-05-28,437,758,172,1367
2015-05-29,467,786,194,1447
2015-05-30,425,872,194,1491
2015-05-31,343,685,175,1203
2015-06-01,438,808,218,1464
2015-06-02,372,682,183,1237
2015-06-03,402,745,170,1317
2015-06-04,423,742,145,1310
2015-06-05,459,809,180,1448
2015-06-06,397,833,150,1380
2015-06-07,329,763,150,1242
2015-06-08,394,729,190,1313
2015-06-09,411,738,198,1347
2015-06-10,429,789,210,1428
2015-06-11,391,812,186,1389
2015-06-12,408,884,203,1495
2015-06-13,405,769,180,1354
2015-06-14,349,780,181,1310
2015-06-15,391,759,204,1354
2015-06-16,407,804,195,1406
2015-06-17,420,783,205,1408
2015-06-18,442,757,220,1419
2015-06-19,462,827,196,1485
2015-06-20,398,836,160,1394
2015-06-21,401,721,192,1314
2015-06-22,425,783,224,1432
2015-06-23,419,767,176,1362
2015-06-24,419,755,202,1376
2015-06-25,404,896,227,1527
2015-06-26,434,850,179,1463
2015-06-27,418,762,152,1332
2015-06-28,353,675,157,1185
2015-06-29,392,677,174,1243
2015-06-30,408,761,168,1337
2015-07-01,475,1033,189,1697
2015-07-02,423,783,178,1384
2015-07-03,488,843,187,1518
2015-07-04,391,783,181,1355
2015-07-05,386,766,213,1365
2015-07-06,382,765,163,1310
2015-07-07,446,811,182,1439
2015-07-08,420,789,172,1381
2015-07-09,448,728,177,1353
2015-07-10,395,789,183,1367
2015-07-11,443,822,170,1435
2015-07-12,438,770,175,1383
2015-07-13,425,686,220,1331
2015-07-14,380,730,170,1280
2015-07-15,472,853,213,1538
2015-07-16,432,797,199,1428
